timestamp,trade_type,entry_price,exit_price,stop_loss,take_profit,profit,balance
2024-12-18 17:10:54,SELL,104802.5,100663.7,102706.45,107946.575,4138.800000000003,5138.800000000003
2024-12-23 01:20:40,SELL,100340.0,95253.4,98333.2,103350.2,5086.600000000006,10225.400000000009
